"","date.x","ag_prices","cattle","cattle_feed","census_hort","cold_stor","crop_prog_cond","dairy_prod","hop_stocks","live_slaughter","local_foods","rice_stocks","organic","ddate","date.y","geo.x","time.x","gprop.x","category","gtw_ag_prices","gtw_cattle","gtw_cattle_feed","gtw_cold_stor","gtw_crop_prog_cond","gtw_dairy_prod","gtw_hop_stocks","gtw_live_slaughter","gtw_local_foods","gtw_rice_stocks","date.x.x","geo.y","time.y","gprop.y","gtn_cattle","gtn_cold_stor","gtn_crop_prod_cond","gtn_dairy_prod","gtn_local_foods","date.y.y","red_ag_prices","red_cattle","red_census_hort","red_cert_org","red_cold_stor","red_crop_prog_cond","red_dairy_prod","red_local_foods","tdate","cattle100"
"238","08/26/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-25 20:00:00,NA
"239","08/27/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-26 20:00:00,NA
"240","08/28/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-27 20:00:00,NA
"241","08/29/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-28 20:00:00,NA
"242","08/30/19",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-29 20:00:00,NA
"243","08/31/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-08-30 20:00:00,NA
"244","09/01/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-01,"9/1/2019","US","2018-11-01 2020-11-01","web",0,NA,75,3,69,1,91,2,NA,2,NA,"9/1/2019","US","2018-11-01 2020-11-01","news",27,NA,NA,NA,NA,"9/1/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-08-31 20:00:00,NA
"245","09/02/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/2/2019",NA,1,NA,NA,NA,NA,4,NA,2019-09-01 20:00:00,NA
"246","09/03/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-02 20:00:00,NA
"247","09/04/19",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/2019",NA,12,NA,NA,NA,NA,NA,NA,2019-09-03 20:00:00,NA
"248","09/05/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/5/2019",NA,2,NA,NA,NA,NA,NA,NA,2019-09-04 20:00:00,NA
"249","09/06/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/6/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-09-05 20:00:00,NA
"250","09/07/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-06 20:00:00,NA
"251","09/08/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-08,"9/8/2019","US","2018-11-01 2020-11-01","web",0,NA,84,2,76,3,72,2,2,1,1,"9/8/2019","US","2018-11-01 2020-11-01","news",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-07 20:00:00,NA
"252","09/09/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/9/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-09-08 20:00:00,NA
"253","09/10/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/10/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-09-09 20:00:00,NA
"254","09/11/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-10 20:00:00,NA
"255","09/12/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/12/2019",NA,13,NA,NA,NA,NA,NA,NA,2019-09-11 20:00:00,NA
"256","09/13/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/13/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-09-12 20:00:00,NA
"257","09/14/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-13 20:00:00,NA
"258","09/15/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-15,"9/15/2019","US","2018-11-01 2020-11-01","web",0,NA,83,5,65,4,75,NA,2,2,NA,"9/15/2019","US","2018-11-01 2020-11-01","news",28,69,NA,NA,NA,"9/15/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-09-14 20:00:00,NA
"259","09/16/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-15 20:00:00,NA
"260","09/17/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-16 20:00:00,NA
"261","09/18/19",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-17 20:00:00,NA
"262","09/19/19",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/19/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-09-18 20:00:00,NA
"263","09/20/19",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/20/2019",NA,9,NA,NA,NA,NA,NA,NA,2019-09-19 20:00:00,NA
"264","09/21/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-20 20:00:00,NA
"265","09/22/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-22,"9/22/2019","US","2018-11-01 2020-11-01","web",0,NA,83,3,72,2,68,NA,3,2,1,"9/22/2019","US","2018-11-01 2020-11-01","news",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-21 20:00:00,NA
"266","09/23/19",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/23/2019",NA,4,NA,NA,NA,NA,NA,NA,2019-09-22 20:00:00,NA
"267","09/24/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-23 20:00:00,NA
"268","09/25/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-24 20:00:00,NA
"269","09/26/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/26/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-09-25 20:00:00,NA
"270","09/27/19",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-26 20:00:00,NA
"271","09/28/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-09-27 20:00:00,NA
"272","09/29/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-29,"9/29/2019","US","2018-11-01 2020-11-01","web",0,NA,82,4,69,2,81,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/29/2019",NA,12,NA,NA,NA,NA,NA,NA,2019-09-28 20:00:00,NA
"273","09/30/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/2019",NA,6,NA,NA,NA,NA,NA,NA,2019-09-29 20:00:00,NA
"274","10/01/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/1/2019",NA,27,NA,NA,NA,NA,NA,NA,2019-09-30 20:00:00,NA
"275","10/02/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/2/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-10-01 20:00:00,NA
"276","10/03/19",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-02 20:00:00,NA
"277","10/04/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/4/2019",NA,19,NA,NA,NA,NA,NA,NA,2019-10-03 20:00:00,NA
"278","10/05/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/5/2019",NA,3,NA,NA,NA,NA,NA,NA,2019-10-04 20:00:00,NA
"279","10/06/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-06,"10/6/2019","US","2018-11-01 2020-11-01","web",0,NA,86,3,63,2,77,NA,2,2,2,"10/6/2019","US","2018-11-01 2020-11-01","news",57,NA,NA,NA,NA,"10/6/2019",NA,9,NA,NA,NA,NA,NA,NA,2019-10-05 20:00:00,NA
"280","10/07/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/7/2019",NA,16,NA,NA,NA,NA,NA,NA,2019-10-06 20:00:00,NA
"281","10/08/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/8/2019",NA,3,NA,NA,NA,NA,NA,NA,2019-10-07 20:00:00,NA
"282","10/09/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-08 20:00:00,NA
"283","10/10/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-09 20:00:00,NA
"284","10/11/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-10 20:00:00,NA
"285","10/12/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-11 20:00:00,NA
"286","10/13/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-13,"10/13/2019","US","2018-11-01 2020-11-01","web",0,NA,79,2,60,2,72,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/13/2019",6,NA,NA,NA,NA,NA,NA,NA,2019-10-12 20:00:00,NA
"287","10/14/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/14/2019",4,NA,NA,NA,NA,NA,NA,NA,2019-10-13 20:00:00,NA
"288","10/15/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-14 20:00:00,NA
"289","10/16/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/16/2019",NA,1,NA,1,NA,NA,NA,NA,2019-10-15 20:00:00,NA
"290","10/17/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/17/2019",NA,2,NA,NA,NA,NA,NA,NA,2019-10-16 20:00:00,NA
"291","10/18/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-17 20:00:00,NA
"292","10/19/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-18 20:00:00,NA
"293","10/20/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-20,"10/20/2019","US","2018-11-01 2020-11-01","web",0,NA,82,4,67,4,83,NA,2,2,1,"10/20/2019","US","2018-11-01 2020-11-01","news",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-19 20:00:00,NA
"294","10/21/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-20 20:00:00,NA
"295","10/22/19",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-21 20:00:00,NA
"296","10/23/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-22 20:00:00,NA
"297","10/24/19",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-23 20:00:00,NA
"298","10/25/19",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2019-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/25/2019",NA,4,NA,NA,NA,NA,NA,NA,2019-10-24 20:00:00,NA
"299","10/26/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/26/2019",NA,3,NA,NA,NA,NA,NA,NA,2019-10-25 20:00:00,NA
"300","10/27/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-27,"10/27/2019","US","2018-11-01 2020-11-01","web",0,NA,69,3,77,3,66,NA,NA,3,1,"10/27/2019","US","2018-11-01 2020-11-01","news",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-26 20:00:00,NA
"301","10/28/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/28/2019",NA,4,NA,NA,NA,NA,NA,NA,2019-10-27 20:00:00,NA
"302","10/29/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/29/2019",NA,41,NA,NA,NA,NA,NA,NA,2019-10-28 20:00:00,NA
"303","10/30/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/30/2019",NA,5,NA,NA,NA,NA,NA,NA,2019-10-29 20:00:00,NA
"304","10/31/19",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/31/2019",NA,2,NA,NA,NA,NA,NA,NA,2019-10-30 20:00:00,NA
"305","11/01/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/1/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-10-31 20:00:00,NA
"306","11/02/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/2/2019",NA,2,NA,NA,NA,NA,NA,NA,2019-11-01 20:00:00,NA
"307","11/03/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-03,"11/3/2019","US","2018-11-01 2020-11-01","web",0,NA,81,3,68,4,63,5,2,2,NA,"11/3/2019","US","2018-11-01 2020-11-01","news",28,NA,NA,NA,NA,"11/3/2019",NA,5,NA,NA,NA,NA,NA,NA,2019-11-02 20:00:00,NA
"308","11/04/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-03 19:00:00,NA
"309","11/05/19",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-04 19:00:00,NA
"310","11/06/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-05 19:00:00,NA
"311","11/07/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/7/2019",NA,12,NA,NA,NA,NA,NA,NA,2019-11-06 19:00:00,NA
"312","11/08/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/2019",NA,7,NA,NA,NA,NA,NA,NA,2019-11-07 19:00:00,NA
"313","11/09/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/9/2019",NA,4,NA,NA,NA,NA,NA,NA,2019-11-08 19:00:00,NA
"314","11/10/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-10,"11/10/2019","US","2018-11-01 2020-11-01","web",0,NA,77,2,88,4,71,NA,5,2,1,"11/10/2019","US","2018-11-01 2020-11-01","news",42,NA,NA,NA,NA,"11/10/2019",NA,17,NA,NA,NA,NA,NA,NA,2019-11-09 19:00:00,NA
"315","11/11/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/11/2019",NA,11,NA,NA,NA,NA,NA,NA,2019-11-10 19:00:00,NA
"316","11/12/19",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/12/2019",NA,1,NA,NA,NA,NA,NA,NA,2019-11-11 19:00:00,NA
